Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City,Price_Category,Area_Category,Price_per_sqm,in_Compound,Immediate_Move
Duplex,4800000.0,3.0,3.0,192.0,No,2.0,Unknown,Installment,60.0,Finished,North Coast,Premium,Large,25000.0,0,0
Stand Alone Villa,4500000.0,4.0,2.0,300.0,Yes,0.0,Aghadir,Installment,0.0,Finished,North Coast,Premium,Very Large,15000.0,1,1
Chalet,2800000.0,3.0,2.0,125.0,No,2.0,Unknown,Unknown Payment,3.0,Unknown ,Alamein,Premium,Medium,22400.0,0,0
Chalet,1800000.0,2.0,2.0,104.0,No,0.0,Unknown,Unknown Payment,0.0,Unknown ,Ain Sukhna,Premium,Small,17307.69230769231,0,1
Chalet,1800000.0,2.0,2.0,100.0,No,0.0,IL Monte Galala,Cash or Installment,3.0,Unknown ,Ain Sukhna,Premium,Small,18000.0,1,0
Chalet,480000.0,3.0,2.0,140.0,Unknown,0.0,Unknown,Cash or Installment,0.0,Finished,Ain Sukhna,Budget,Medium,3428.5714285714284,0,1
Chalet,1780000.0,2.0,2.0,115.0,Unknown,1.0,Unknown,Cash or Installment,24.0,Finished,Ain Sukhna,Premium,Small,15478.260869565218,0,0
Chalet,935000.0,1.0,1.0,60.0,No,1.0,Lasirena North Coast,Unknown Payment,3.0,Finished,North Coast,Standard,Small,15583.333333333334,1,0
Chalet,2298000.0,2.0,1.0,100.0,No,1.0,IL Monte Galala,Cash or Installment,3.0,Unknown ,Ain Sukhna,Premium,Small,22980.0,1,0
Chalet,5250000.0,3.0,3.0,150.0,Unknown,0.0,La Vista Bay North Coast,Cash or Installment,3.0,Finished,North Coast,Luxury,Medium,35000.0,1,0
Chalet,1000000.0,3.0,2.0,147.0,No,10.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Standard,Medium,6802.721088435374,0,0
Twin House,3250000.0,3.0,3.0,102.0,No,0.0,Unknown,Installment,24.0,Core & Shell,Alamein,Premium,Small,31862.745098039217,0,0
Chalet,1000000.0,3.0,2.0,127.0,Unknown,3.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Standard,Medium,7874.0157480314965,0,0
Twin House,650000.0,4.0,4.0,235.0,Unknown,0.0,June Sodic,Cash or Installment,0.0,Semi Finished,North Coast,Standard,Large,2765.9574468085107,1,1
Chalet,420000.0,2.0,2.0,105.0,No,1.0,Bianchi,Cash or Installment,48.0,Finished,North Coast,Budget,Small,4000.0,1,0
Chalet,400000.0,2.0,2.0,120.0,No,2.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Budget,Small,3333.3333333333335,0,0
Chalet,3700000.0,3.0,2.0,133.0,No,2.0,Telal North Coast,Cash or Installment,48.0,Finished,North Coast,Premium,Medium,27819.54887218045,1,0
Twin House,550000.0,4.0,3.0,217.0,No,0.0,Mountain View North Coast,Cash or Installment,0.0,Finished,North Coast,Standard,Large,2534.5622119815666,1,1
Chalet,800000.0,2.0,2.0,120.0,Unknown,0.0,Unknown,Cash or Installment,3.0,Finished,Alamein,Standard,Small,6666.666666666667,0,0
Twin House,1500000.0,4.0,4.0,235.0,Unknown,0.0,Unknown,Cash or Installment,0.0,Unknown ,North Coast,Standard,Large,6382.978723404255,0,1
Chalet,952000.0,2.0,1.0,75.0,Yes,1.0,Blumar Sokhna,Installment,3.0,Finished,Ain Sukhna,Standard,Small,12693.333333333334,1,0
Chalet,5000000.0,2.0,3.0,125.0,Unknown,2.0,Hacienda West,Unknown Payment,48.0,Finished,North Coast,Premium,Medium,40000.0,1,0
Chalet,3400000.0,2.0,1.0,95.0,No,1.0,Bianchi,Cash,48.0,Finished,North Coast,Premium,Small,35789.47368421053,1,0
Chalet,480000.0,3.0,2.0,125.0,No,0.0,Bianchi,Cash or Installment,48.0,Finished,North Coast,Budget,Medium,3840.0,1,0
Chalet,500000.0,2.0,2.0,120.0,Unknown,1.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Budget,Small,4166.666666666667,0,0
Stand Alone Villa,1500000.0,3.0,3.0,197.0,Unknown,0.0,Unknown,Cash or Installment,0.0,Unknown ,North Coast,Standard,Large,7614.213197969543,0,1
Chalet,600000.0,3.0,2.0,130.0,No,0.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Standard,Medium,4615.384615384615,0,0
Chalet,800000.0,3.0,2.0,295.0,No,0.0,Cecilia Lagoons,Cash or Installment,0.0,Finished,North Coast,Standard,Very Large,2711.864406779661,1,1
Chalet,1580000.0,1.0,1.0,70.0,No,1.0,Cali Coast,Cash or Installment,36.0,Finished,North Coast,Premium,Small,22571.428571428572,1,0
Chalet,600000.0,2.0,1.0,85.0,Unknown,1.0,Unknown,Cash or Installment,3.0,Unknown ,North Coast,Standard,Small,7058.823529411765,0,0
Chalet,600000.0,3.0,2.0,120.0,Unknown,2.0,Unknown,Cash or Installment,3.0,Unknown ,North Coast,Standard,Small,5000.0,0,0
Chalet,1000000.0,3.0,3.0,185.0,Unknown,2.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Standard,Large,5405.405405405405,0,0
Chalet,1000000.0,3.0,3.0,219.0,No,0.0,Telal North Coast,Cash or Installment,48.0,Finished,North Coast,Standard,Large,4566.2100456621,1,0
Stand Alone Villa,800000.0,4.0,3.0,297.0,No,0.0,Mountain View North Coast,Cash or Installment,0.0,Core & Shell,North Coast,Standard,Very Large,2693.6026936026938,1,1
Duplex,700000.0,4.0,3.0,200.0,No,4.0,Unknown,Cash or Installment,0.0,Finished,North Coast,Standard,Large,3500.0,0,1
Chalet,2900000.0,3.0,2.0,115.0,No,1.0,Mountain View North Coast,Cash or Installment,24.0,Finished,North Coast,Premium,Small,25217.391304347828,1,0
Chalet,2729000.0,2.0,2.0,109.0,No,1.0,Unknown,Unknown Payment,3.0,Finished,North Coast,Premium,Small,25036.697247706423,0,0
Chalet,3700000.0,2.0,1.0,133.0,No,1.0,Telal North Coast,Cash or Installment,48.0,Finished,North Coast,Premium,Medium,27819.54887218045,1,0
Chalet,800000.0,3.0,3.0,140.0,Unknown,1.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Standard,Medium,5714.285714285715,0,0
Chalet,3750000.0,3.0,2.0,110.0,Unknown,1.0,La Vista Bay North Coast,Cash or Installment,3.0,Finished,North Coast,Premium,Small,34090.90909090909,1,0
Stand Alone Villa,6800000.0,4.0,3.0,256.0,No,0.0,Unknown,Cash or Installment,0.0,Finished,North Coast,Luxury,Large,26562.5,0,1
Chalet,321000.0,2.0,2.0,95.0,Unknown,1.0,Bianchi,Cash or Installment,48.0,Finished,North Coast,Budget,Small,3378.9473684210525,1,0
Chalet,3436000.0,3.0,2.0,140.0,No,1.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Premium,Medium,24542.85714285714,0,0
Chalet,5950000.0,3.0,2.0,150.0,Unknown,1.0,La Vista Bay North Coast,Cash or Installment,0.0,Finished,North Coast,Luxury,Medium,39666.666666666664,1,1
Chalet,350000.0,3.0,2.0,120.0,Unknown,1.0,Amwaj,Cash or Installment,0.0,Finished,New Cairo - El Tagamoa,Budget,Small,2916.6666666666665,1,1
Chalet,3150000.0,2.0,1.0,108.0,Yes,0.0,Amwaj,Cash,0.0,Finished,North Coast,Premium,Small,29166.666666666668,1,1
Chalet,377900.0,2.0,2.0,139.0,Yes,0.0,Azha,Cash or Installment,60.0,Finished,North Coast,Budget,Medium,2718.705035971223,1,0
Chalet,3284974.0,3.0,3.0,197.0,Unknown,1.0,Marassi,Cash or Installment,0.0,Finished,North Coast,Premium,Large,16674.994923857867,1,1
Chalet,600000.0,2.0,2.0,75.0,Yes,2.0,Unknown,Cash or Installment,0.0,Finished,North Coast,Standard,Small,8000.0,0,1
Chalet,5955000.0,3.0,2.0,148.0,No,2.0,June Sodic,Installment,48.0,Finished,North Coast,Luxury,Medium,40236.48648648649,1,0
Chalet,2000000.0,2.0,2.0,101.0,Unknown,2.0,Cali Coast,Cash or Installment,36.0,Finished,North Coast,Premium,Small,19801.980198019803,1,0
Stand Alone Villa,27000000.0,3.0,4.0,395.0,Yes,0.0,Marassi,Cash,0.0,Finished,New Cairo - El Tagamoa,Ultra Elite,Very Large,68354.43037974683,1,1
Chalet,145000.0,2.0,1.0,90.0,No,1.0,Unknown,Cash or Installment,3.0,Finished,Alamein,Budget,Small,1611.111111111111,0,0
Chalet,3200000.0,3.0,2.0,145.0,No,1.0,The Groove,Cash or Installment,6.0,Finished,Ain Sukhna,Premium,Medium,22068.96551724138,1,0
Chalet,1700000.0,3.0,2.0,120.0,Yes,1.0,Stella Heights,Cash,0.0,Finished,North Coast,Premium,Small,14166.666666666666,1,1
Twin House,980000.0,4.0,3.0,213.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Finished,North Coast,Standard,Large,4600.9389671361505,0,1
Chalet,250000.0,2.0,2.0,120.0,No,1.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Budget,Small,2083.3333333333335,0,0
Chalet,2800000.0,2.0,2.0,85.0,Unknown,2.0,Mountain View North Coast,Cash or Installment,3.0,Finished,North Coast,Premium,Small,32941.17647058824,1,0
Chalet,6450000.0,3.0,2.0,150.0,Yes,2.0,La Vista Bay North Coast,Installment,0.0,Finished,North Coast,Luxury,Medium,43000.0,1,1
Chalet,918000.0,1.0,1.0,59.0,Unknown,2.0,Unknown,Cash or Installment,3.0,Semi Finished,Alamein,Standard,Small,15559.322033898305,0,0
Chalet,2935000.0,2.0,2.0,115.0,Unknown,2.0,Amwaj,Cash or Installment,0.0,Unknown ,Sheikh Zayed,Premium,Small,25521.739130434784,1,1
Chalet,2400000.0,2.0,2.0,85.0,Unknown,2.0,Mountain View North Coast,Cash or Installment,3.0,Finished,North Coast,Premium,Small,28235.29411764706,1,0
Chalet,2600000.0,3.0,2.0,125.0,Unknown,2.0,Pali North Coast,Cash or Installment,48.0,Finished,Sheikh Zayed,Premium,Medium,20800.0,1,0
Chalet,375000.0,3.0,1.0,125.0,No,2.0,Bianchi,Cash or Installment,48.0,Finished,North Coast,Budget,Medium,3000.0,1,0
Stand Alone Villa,1028000.0,4.0,3.0,225.0,No,0.0,Mountain View North Coast,Cash or Installment,0.0,Finished,North Coast,Standard,Large,4568.888888888889,1,1
Twin House,760000.0,3.0,2.0,200.0,No,0.0,Telal North Coast,Cash or Installment,3.0,Finished,North Coast,Standard,Large,3800.0,1,0
Chalet,235000.0,2.0,1.0,82.0,No,0.0,Cali Coast,Cash or Installment,36.0,Finished,North Coast,Budget,Small,2865.8536585365855,1,0
Chalet,285000.0,2.0,2.0,125.0,No,1.0,D-Bay,Cash or Installment,48.0,Finished,New Cairo - El Tagamoa,Budget,Medium,2280.0,1,0
Chalet,405000.0,3.0,2.0,126.0,No,2.0,Bianchi,Cash or Installment,48.0,Finished,North Coast,Budget,Medium,3214.285714285714,1,0
Chalet,370000.0,2.0,1.0,126.0,No,1.0,IL Monte Galala,Cash or Installment,3.0,Finished,Ain Sukhna,Budget,Medium,2936.5079365079364,1,0
Chalet,2680000.0,2.0,2.0,92.0,Unknown,0.0,Mountain View North Coast,Installment,24.0,Finished,North Coast,Premium,Small,29130.434782608696,1,0
Chalet,350000.0,2.0,2.0,120.0,Unknown,2.0,IL Monte Galala,Cash or Installment,3.0,Finished,Ain Sukhna,Budget,Small,2916.6666666666665,1,0
Twin House,775000.0,4.0,3.0,200.0,No,0.0,Telal North Coast,Cash or Installment,3.0,Finished,Nasr City,Standard,Large,3875.0,1,0
Chalet,320000.0,2.0,2.0,92.0,Yes,0.0,Mountain View North Coast,Unknown Payment,24.0,Unknown ,North Coast,Budget,Small,3478.2608695652175,1,0
Stand Alone Villa,9500000.0,6.0,4.0,600.0,Yes,0.0,Siela Resort,Cash,0.0,Finished,North Coast,Luxury,Very Large,15833.333333333334,1,1
Chalet,1500000.0,3.0,2.0,120.0,Yes,3.0,Unknown,Cash,0.0,Unknown ,Ain Sukhna,Standard,Small,12500.0,0,1
Penthouse,1200000.0,2.0,1.0,240.0,Yes,1.0,Mousa Coast,Installment,0.0,Unknown ,Ras Sedr,Standard,Large,5000.0,1,1
Chalet,336000.0,3.0,3.0,200.0,No,2.0,Unknown,Cash or Installment,3.0,Finished,Alamein,Budget,Large,1680.0,0,0
Stand Alone Villa,15000000.0,4.0,3.0,331.0,Unknown,0.0,Unknown,Cash,0.0,Unknown ,Maadi,Elite,Very Large,45317.220543806645,0,1
Duplex,4200000.0,4.0,4.0,180.0,Yes,1.0,Amwaj,Cash,0.0,Unknown ,Maadi,Premium,Large,23333.333333333332,1,1
Chalet,1513000.0,2.0,2.0,95.0,No,2.0,Ein Hills,Unknown Payment,24.0,Finished,Ain Sukhna,Premium,Small,15926.315789473685,1,0
Chalet,2950000.0,2.0,2.0,92.0,Unknown,0.0,Mountain View North Coast,Installment,24.0,Finished,North Coast,Premium,Small,32065.217391304348,1,0
Chalet,2700000.0,3.0,2.0,112.0,No,1.0,Jefaira,Installment,3.0,Finished,North Coast,Premium,Small,24107.14285714286,1,0
Chalet,1500000.0,3.0,2.0,120.0,No,3.0,Stella Heights,Cash,0.0,Finished,North Coast,Standard,Small,12500.0,1,1
Chalet,336000.0,3.0,3.0,200.0,No,2.0,Unknown,Cash or Installment,3.0,Unknown ,North Coast,Budget,Large,1680.0,0,0
Chalet,2000000.0,3.0,2.0,135.0,Yes,1.0,Lasirena North Coast,Cash,0.0,Finished,North Coast,Premium,Medium,14814.814814814816,1,1
Chalet,3000000.0,2.0,2.0,117.0,Unknown,2.0,Unknown,Cash or Installment,0.0,Finished,Ain Sukhna,Premium,Small,25641.02564102564,0,1
Chalet,1500000.0,3.0,2.0,120.0,Yes,3.0,Stella Heights,Cash,0.0,Finished,North Coast,Standard,Small,12500.0,1,1
Chalet,240000.0,3.0,2.0,125.0,No,0.0,Blue Blue,Cash or Installment,0.0,Unknown ,Ain Sukhna,Budget,Medium,1920.0,1,1
Chalet,2960000.0,3.0,2.0,140.0,No,1.0,Unknown,Installment,0.0,Finished,Ain Sukhna,Premium,Medium,21142.85714285714,0,1
Penthouse,7790000.0,2.0,2.0,183.0,Unknown,3.0,Marassi,Cash,0.0,Finished,North Coast,Luxury,Large,42568.30601092896,1,1
Chalet,2550000.0,2.0,1.0,104.0,Unknown,0.0,Little Venice,Cash,0.0,Finished,Ain Sukhna,Premium,Small,24519.23076923077,1,1
Chalet,2350000.0,2.0,1.0,110.0,Unknown,3.0,Marseilia Beach 4,Cash,0.0,Finished,North Coast,Premium,Small,21363.636363636364,1,1
Chalet,3650000.0,3.0,2.0,140.0,Unknown,0.0,La Vista 6,Cash,0.0,Finished,Ain Sukhna,Premium,Medium,26071.428571428572,1,1
Chalet,420000.0,3.0,2.0,112.0,Unknown,0.0,Telal North Coast,Cash or Installment,48.0,Finished,North Coast,Budget,Small,3750.0,1,0
Chalet,2000000.0,3.0,2.0,120.0,Yes,0.0,Stella Heights,Cash,0.0,Finished,North Coast,Premium,Small,16666.666666666668,1,1
Chalet,600000.0,2.0,1.0,100.0,No,1.0,Blue Blue,Cash or Installment,0.0,Finished,Ain Sukhna,Standard,Small,6000.0,1,1
Chalet,377000.0,2.0,2.0,115.0,No,0.0,Amwaj,Cash or Installment,0.0,Finished,North Coast,Budget,Small,3278.2608695652175,1,1
Chalet,1995420.0,2.0,2.0,100.0,Unknown,1.0,Blue Blue,Unknown Payment,0.0,Finished,Ain Sukhna,Premium,Small,19954.2,1,1
Chalet,2500000.0,3.0,2.0,135.0,Yes,1.0,Lasirena North Coast,Cash,0.0,Finished,North Coast,Premium,Medium,18518.51851851852,1,1
Chalet,1700000.0,3.0,2.0,120.0,Yes,2.0,Stella Heights,Cash,0.0,Finished,North Coast,Premium,Small,14166.666666666666,1,1
Chalet,675000.0,3.0,2.0,150.0,Unknown,1.0,Unknown,Cash or Installment,0.0,Finished,Ain Sukhna,Standard,Medium,4500.0,0,1
Chalet,4220000.0,2.0,1.0,95.0,No,2.0,IL Monte Galala,Cash or Installment,48.0,Finished,Ain Sukhna,Premium,Small,44421.05263157895,1,0
Twin House,1350000.0,3.0,2.0,120.0,No,2.0,Stella Heights,Cash,0.0,Not Finished,North Coast,Standard,Small,11250.0,1,1
Chalet,1287500.0,3.0,2.0,103.0,Unknown,1.0,Unknown,Cash or Installment,24.0,Finished,Hurghada,Standard,Small,12500.0,0,0
Chalet,3760000.0,3.0,2.0,169.0,No,0.0,Bo Island North Coast,Cash,0.0,Finished,North Coast,Premium,Large,22248.520710059172,1,1
Chalet,5600000.0,3.0,3.0,190.0,No,2.0,The Groove,Cash or Installment,48.0,Finished,Ain Sukhna,Luxury,Large,29473.684210526317,1,0
Chalet,2200000.0,3.0,1.0,100.0,No,0.0,Cecilia Lagoons,Cash or Installment,0.0,Finished,North Coast,Premium,Small,22000.0,1,1
Chalet,3800000.0,2.0,1.0,95.0,No,2.0,Bianchi,Cash or Installment,48.0,Finished,North Coast,Premium,Small,40000.0,1,0
Chalet,6850000.0,3.0,3.0,155.0,No,0.0,Hacienda West,Cash or Installment,48.0,Finished,North Coast,Luxury,Medium,44193.54838709677,1,0
Twin House,2900000.0,3.0,3.0,260.0,Unknown,0.0,Stella Heights,Cash,0.0,Finished,North Coast,Premium,Large,11153.846153846154,1,1
Chalet,240000.0,2.0,1.0,92.0,No,10.0,Mountain View North Coast,Cash or Installment,24.0,Finished,North Coast,Budget,Small,2608.695652173913,1,0
Studio,900000.0,1.0,1.0,39.0,No,1.0,Unknown,Cash or Installment,48.0,Finished,Nasr City,Standard,Small,23076.923076923078,0,0
Chalet,320000.0,2.0,1.0,92.0,Unknown,0.0,Mountain View North Coast,Cash or Installment,24.0,Finished,North Coast,Budget,Small,3478.2608695652175,1,0
Chalet,3400000.0,2.0,2.0,112.0,No,1.0,Telal North Coast,Cash or Installment,48.0,Finished,North Coast,Premium,Small,30357.14285714286,1,0
Chalet,1975000.0,2.0,1.0,90.0,No,1.0,Palm Beach,Cash or Installment,0.0,Unknown ,Ain Sukhna,Premium,Small,21944.444444444445,1,1
Chalet,1200000.0,3.0,2.0,120.0,No,3.0,Unknown,Cash,3.0,Finished,North Coast,Standard,Small,10000.0,0,0
Chalet,1250000.0,3.0,2.0,120.0,No,2.0,Stella Heights,Cash,0.0,Finished,North Coast,Standard,Small,10416.666666666666,1,1
Chalet,6000000.0,1.0,1.0,72.0,Yes,4.0,Marassi,Cash,0.0,Finished,North Coast,Luxury,Small,83333.33333333333,1,1
Chalet,1557500.0,2.0,2.0,110.0,No,1.0,Unknown,Installment,0.0,Finished,Ain Sukhna,Premium,Small,14159.09090909091,0,1
Chalet,450000.0,2.0,2.0,136.0,Unknown,10.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Budget,Medium,3308.823529411765,0,0
Chalet,334800.0,2.0,2.0,123.0,Unknown,0.0,Azha,Cash or Installment,60.0,Finished,North Coast,Budget,Medium,2721.951219512195,1,0
Chalet,2000000.0,3.0,2.0,120.0,Unknown,2.0,Unknown,Cash or Installment,0.0,Finished,North Coast,Premium,Small,16666.666666666668,0,1
Chalet,1550000.0,3.0,2.0,120.0,No,4.0,Stella Heights,Cash,0.0,Finished,North Coast,Premium,Small,12916.666666666666,1,1
Chalet,4000000.0,3.0,2.0,145.0,Yes,0.0,Amwaj,Cash or Installment,0.0,Finished,North Coast,Premium,Medium,27586.206896551725,1,1
Penthouse,7687500.0,4.0,3.0,250.0,Unknown,3.0,Hacienda Bay,Cash,0.0,Core & Shell,North Coast,Luxury,Large,30750.0,1,1
Chalet,3200000.0,2.0,1.0,165.0,No,1.0,Unknown,Installment,3.0,Finished,North Coast,Premium,Large,19393.939393939392,0,0
Chalet,90000.0,2.0,1.0,65.0,No,0.0,Unknown,Cash or Installment,48.0,Finished,North Coast,Budget,Small,1384.6153846153845,0,0
Chalet,1300000.0,1.0,1.0,80.0,No,1.0,The Groove,Cash or Installment,6.0,Finished,Ain Sukhna,Standard,Small,16250.0,1,0
Chalet,325000.0,3.0,3.0,155.0,No,1.0,The Groove,Cash or Installment,6.0,Unknown ,Ain Sukhna,Budget,Medium,2096.7741935483873,1,0
Chalet,1400000.0,1.0,1.0,70.0,Unknown,1.0,The Groove,Cash or Installment,6.0,Finished,Ain Sukhna,Standard,Small,20000.0,1,0
Chalet,700000.0,2.0,2.0,100.0,No,1.0,Unknown,Cash or Installment,0.0,Finished,Ain Sukhna,Standard,Small,7000.0,0,1
Chalet,300000.0,2.0,2.0,100.0,No,2.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Budget,Small,3000.0,0,0
Chalet,2871000.0,2.0,2.0,125.0,Unknown,2.0,Unknown,Installment,48.0,Finished,North Coast,Premium,Medium,22968.0,0,0
Chalet,3592000.0,2.0,2.0,131.0,Yes,0.0,Azha,Cash or Installment,60.0,Finished,North Coast,Premium,Medium,27419.847328244276,1,0
Chalet,2100000.0,3.0,2.0,120.0,No,0.0,Stella Heights,Cash,0.0,Finished,North Coast,Premium,Small,17500.0,1,1
Chalet,3057000.0,3.0,2.0,135.0,No,2.0,Blue Blue,Installment,0.0,Finished,Ain Sukhna,Premium,Medium,22644.444444444445,1,1
Chalet,250000.0,2.0,1.0,103.0,No,1.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Budget,Small,2427.1844660194174,0,0
Chalet,300000.0,2.0,1.0,65.0,No,2.0,Al Reviera,Cash or Installment,0.0,Finished,Ras Sedr,Budget,Small,4615.384615384615,1,1
Chalet,1550000.0,2.0,2.0,110.0,Yes,1.0,Unknown,Cash or Installment,0.0,Finished,Ain Sukhna,Premium,Small,14090.90909090909,0,1
Twin House,9715000.0,4.0,4.0,213.0,No,0.0,Azha,Cash or Installment,60.0,Not Finished,North Coast,Luxury,Large,45610.32863849765,1,0
Chalet,1600000.0,3.0,3.0,120.0,No,4.0,Stella Heights,Cash,0.0,Finished,North Coast,Premium,Small,13333.333333333334,1,1
Chalet,750000.0,1.0,1.0,45.0,No,2.0,Unknown,Cash or Installment,48.0,Finished,North Coast,Standard,Small,16666.666666666668,0,0
Chalet,2600000.0,3.0,2.0,125.0,Unknown,1.0,Pali North Coast,Cash or Installment,48.0,Finished,Sheikh Zayed,Premium,Medium,20800.0,1,0
Duplex,565000.0,3.0,2.0,155.0,No,1.0,IL Monte Galala,Cash or Installment,0.0,Finished,New Cairo - El Tagamoa,Standard,Medium,3645.1612903225805,1,1
Chalet,3000000.0,2.0,2.0,116.0,Yes,2.0,Amwaj,Unknown Payment,0.0,Finished,North Coast,Premium,Small,25862.068965517243,1,1
Penthouse,3190000.0,3.0,3.0,150.0,No,2.0,Unknown,Installment,0.0,Finished,Ain Sukhna,Premium,Medium,21266.666666666668,0,1
Chalet,200000.0,2.0,1.0,75.0,No,1.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Budget,Small,2666.6666666666665,0,0
Twin House,10500000.0,4.0,4.0,220.0,No,0.0,La Vista Bay East,Installment,1.5,Finished,North Coast,Elite,Large,47727.27272727273,1,0
Chalet,1450000.0,2.0,1.0,68.0,Unknown,1.0,Unknown,Cash or Installment,3.0,Finished,North Coast,Standard,Small,21323.529411764706,0,0
Twin House,842600.0,5.0,4.0,240.0,Unknown,0.0,D-Bay,Unknown Payment,54.0,Finished,North Coast,Standard,Large,3510.8333333333335,1,0
Chalet,2200000.0,2.0,2.0,100.0,Unknown,1.0,Pali North Coast,Cash or Installment,48.0,Finished,Sheikh Zayed,Premium,Small,22000.0,1,0
Chalet,2700000.0,2.0,2.0,124.0,Yes,0.0,Amwaj,Cash,0.0,Finished,North Coast,Premium,Medium,21774.1935483871,1,1
Stand Alone Villa,10500000.0,5.0,5.0,950.0,No,0.0,Hacienda Bay,Cash,0.0,Semi Finished,North Coast,Elite,Very Large,11052.631578947368,1,1
Chalet,3700000.0,2.0,1.0,125.0,Yes,2.0,Amwaj,Cash,0.0,Finished,North Coast,Premium,Medium,29600.0,1,1
Stand Alone Villa,1328600.0,6.0,5.0,482.0,Unknown,0.0,D-Bay,Unknown Payment,0.0,Finished,North Coast,Standard,Very Large,2756.4315352697095,1,1
Chalet,1451667.0,2.0,1.0,101.0,Unknown,0.0,Unknown,Cash or Installment,24.0,Finished,Hurghada,Standard,Small,14372.940594059406,0,0
Chalet,893000.0,1.0,1.0,55.0,Yes,1.0,La Luna Beach,Cash or Installment,3.0,Finished,Ain Sukhna,Standard,Small,16236.363636363636,1,0
Chalet,1280000.0,2.0,1.0,80.0,Yes,1.0,La Luna Beach,Cash or Installment,3.0,Finished,Ain Sukhna,Standard,Small,16000.0,1,0
Chalet,1592000.0,2.0,1.0,100.0,No,0.0,La Luna Beach,Cash or Installment,6.0,Finished,Ain Sukhna,Premium,Small,15920.0,1,0
Chalet,1012000.0,1.0,1.0,60.0,Yes,2.0,La Luna Beach,Cash or Installment,0.0,Finished,Ain Sukhna,Standard,Small,16866.666666666668,1,1
Twin House,4225000.0,3.0,3.0,155.0,No,0.0,Mountain View North Coast,Installment,3.0,Unknown ,North Coast,Premium,Medium,27258.064516129034,1,0
Chalet,958000.0,1.0,1.0,38.0,Yes,1.0,Unknown,Unknown Payment,48.0,Finished,North Coast,Standard,Small,25210.526315789473,0,0
Penthouse,3570000.0,3.0,2.0,185.0,Unknown,2.0,La Luna Beach,Cash or Installment,0.0,Finished,Ain Sukhna,Premium,Large,19297.297297297297,1,1
Chalet,1988000.0,2.0,2.0,125.0,No,1.0,La Luna Beach,Cash or Installment,0.0,Finished,Ain Sukhna,Premium,Medium,15904.0,1,1
Chalet,1840000.0,2.0,1.0,110.0,No,0.0,La Luna Beach,Cash or Installment,3.0,Unknown ,Ain Sukhna,Premium,Small,16727.272727272728,1,0
Chalet,1913000.0,3.0,2.0,155.0,Yes,1.0,La Luna Beach,Cash or Installment,3.0,Finished,Ain Sukhna,Premium,Medium,12341.935483870968,1,0
Chalet,2173000.0,3.0,2.0,160.0,No,2.0,La Luna Beach,Cash or Installment,3.0,Finished,Ain Sukhna,Premium,Medium,13581.25,1,0
Chalet,2848395.0,2.0,2.0,93.0,Unknown,0.0,Bianchi,Cash or Installment,48.0,Finished,North Coast,Premium,Small,30627.90322580645,1,0
Twin House,4790983.0,3.0,3.0,155.0,Yes,0.0,Mountain View North Coast,Installment,0.0,Unknown ,North Coast,Premium,Medium,30909.567741935483,1,1
Chalet,260000.0,2.0,2.0,110.0,Unknown,1.0,Unknown,Cash or Installment,0.0,Finished,Ain Sukhna,Budget,Small,2363.6363636363635,0,1
Chalet,2794970.0,2.0,2.0,92.0,No,0.0,Mountain View North Coast,Cash,36.0,Finished,North Coast,Premium,Small,30380.108695652172,1,0
Twin House,6066479.0,3.0,3.0,155.0,Yes,0.0,Mountain View North Coast,Installment,3.0,Unknown ,North Coast,Luxury,Medium,39138.57419354839,1,0
Twin House,3412275.0,3.0,3.0,155.0,No,0.0,Mountain View North Coast,Cash,0.0,Semi Finished,North Coast,Premium,Medium,22014.677419354837,1,1
Twin House,6500000.0,4.0,5.0,255.0,No,0.0,Pali North Coast,Installment,0.0,Finished,North Coast,Luxury,Large,25490.196078431374,1,1
Chalet,471000.0,1.0,1.0,41.0,Unknown,0.0,Unknown,Cash or Installment,24.0,Finished,Hurghada,Budget,Small,11487.80487804878,0,0
Chalet,227000.0,3.0,2.0,132.0,Unknown,0.0,Bianchi,Cash or Installment,48.0,Finished,North Coast,Budget,Medium,1719.6969696969697,1,0
Chalet,540000.0,1.0,2.0,55.0,Unknown,1.0,Unknown,Cash or Installment,3.0,Unknown ,North Coast,Standard,Small,9818.181818181818,0,0
Chalet,3800000.0,2.0,3.0,130.0,Yes,1.0,Stella Sidi abd elrahman,Cash,0.0,Unknown ,North Coast,Premium,Medium,29230.76923076923,1,1
